categories_slug,name,description,short_description,sku,price,special_price,special_price_from,special_price_to,inventory_sources,inventories,weight,meta_title,meta_keywords,meta_description,color,size,url_key,tax_category_id,new,featured,visible_individually,status,cost,width,height,depth,type,attribute_family_name,images,guest_checkout,diet,stocklimit
2020,"Cottonil Half Sleeve size 5,قطونيل نص كم مقاس (5)","Cottonil Half Sleeve size 5,قطونيل نص كم مقاس (5)","Cottonil Half Sleeve size 5,قطونيل نص كم مقاس (5)",11255,100,,,,"HUR,QEN","100,100",1,,,,,,قطونيل-نص-كم-مقاس-(5),,1,0,1,1,100,1,1,1,simple,Default,11255.png,0,0,0
2020,"Cottonil Half Sleeve size 6,قطونيل نص كم مقاس (6)","Cottonil Half Sleeve size 6,قطونيل نص كم مقاس (6)","Cottonil Half Sleeve size 6,قطونيل نص كم مقاس (6)",11256,100,,,,"HUR,QEN","100,100",1,,,,,,قطونيل-نص-كم-مقاس-(6),,1,0,1,1,100,1,1,1,simple,Default,11256.png,0,0,0
2020,"Cottonil Half Sleeve size 7,قطونيل نص كم مقاس (7)","Cottonil Half Sleeve size 7,قطونيل نص كم مقاس (7)","Cottonil Half Sleeve size 7,قطونيل نص كم مقاس (7)",11257,100,,,,"HUR,QEN","100,100",1,,,,,,قطونيل-نص-كم-مقاس-(7),,1,0,1,1,100,1,1,1,simple,Default,11257.png,0,0,0
2020,",ش بلوفر V كلاسيك 103 Demo Star",",ش بلوفر V كلاسيك 103 Demo Star",",ش بلوفر V كلاسيك 103 Demo Star",11258,100,,,,"HUR,QEN","100,100",1,,,,,,ش-بلوفر-V-كلاسيك-103-Demo-Star,,1,0,1,1,100,1,1,1,simple,Default,11258.png,0,0,0
2020,",ش بوكليت هاف كول CAVANI 554",",ش بوكليت هاف كول CAVANI 554",",ش بوكليت هاف كول CAVANI 554",11259,100,,,,"HUR,QEN","100,100",1,,,,,,ش-بوكليت-هاف-كول-CAVANI-554,,1,0,1,1,100,1,1,1,simple,Default,11259.png,0,0,0
2020,",ش جاكيت كلاسيك 199 Demo Star",",ش جاكيت كلاسيك 199 Demo Star",",ش جاكيت كلاسيك 199 Demo Star",11260,100,,,,"HUR,QEN","100,100",1,,,,,,ش-جاكيت-كلاسيك-199-Demo-Star,,1,0,1,1,100,1,1,1,simple,Default,11260.png,0,0,0
2020,",حزام رجالي 1",",حزام رجالي 1",",حزام رجالي 1",11261,100,,,,"HUR,QEN","100,100",1,,,,,,حزام-رجالي-1,,1,0,1,1,100,1,1,1,simple,Default,11261.png,0,0,0
2020,",ش بلوفر خطوط CAVANI 468",",ش بلوفر خطوط CAVANI 468",",ش بلوفر خطوط CAVANI 468",11262,100,,,,"HUR,QEN","100,100",1,,,,,,ش-بلوفر-خطوط-CAVANI-468,,1,0,1,1,100,1,1,1,simple,Default,11262.png,0,0,0
2020,"Cottonil stretch undershirt Haf - sleeve (Tank U) white,قطونيل استريتش نص كم ابيض","Cottonil stretch undershirt Haf - sleeve (Tank U) white,قطونيل استريتش نص كم ابيض","Cottonil stretch undershirt Haf - sleeve (Tank U) white,قطونيل استريتش نص كم ابيض",11263,100,,,,"HUR,QEN","100,100",1,,,,,,قطونيل-استريتش-نص-كم-ابيض,,1,0,1,1,100,1,1,1,simple,Default,11263.png,0,0,0
2020,"Cottonil stretch undershirt Haf - sleeve (Tank U) Multi colors,قطونيل استريتش نص كم الوان","Cottonil stretch undershirt Haf - sleeve (Tank U) Multi colors,قطونيل استريتش نص كم الوان","Cottonil stretch undershirt Haf - sleeve (Tank U) Multi colors,قطونيل استريتش نص كم الوان",11264,100,,,,"HUR,QEN","100,100",1,,,,,,قطونيل-استريتش-نص-كم-الوان,,1,0,1,1,100,1,1,1,simple,Default,11264.png,0,0,0
2020,"Men`s Body underwear 80 L.E (W),ش بدي رجالي بــــ 80ج","Men`s Body underwear 80 L.E (W),ش بدي رجالي بــــ 80ج","Men`s Body underwear 80 L.E (W),ش بدي رجالي بــــ 80ج",11265,100,,,,"HUR,QEN","100,100",1,,,,,,ش-بدي-رجالي-بــــ-80ج,,1,0,1,1,100,1,1,1,simple,Default,11265.png,0,0,0
2020,",ش بدي سادة PAMUK",",ش بدي سادة PAMUK",",ش بدي سادة PAMUK",11266,100,,,,"HUR,QEN","100,100",1,,,,,,ش-بدي-سادة-PAMUK,,1,0,1,1,100,1,1,1,simple,Default,11266.png,0,0,0
2020,"Men Tight T shirt cut - Hunter,ص بدي رجالي حمالة هانتر","Men Tight T shirt cut - Hunter,ص بدي رجالي حمالة هانتر","Men Tight T shirt cut - Hunter,ص بدي رجالي حمالة هانتر",11267,100,,,,"HUR,QEN","100,100",1,,,,,,ص-بدي-رجالي-حمالة-هانتر,,1,0,1,1,100,1,1,1,simple,Default,11267.png,0,0,0
2020,",ص حذاء Orignal",",ص حذاء Orignal",",ص حذاء Orignal",11268,100,,,,"HUR,QEN","100,100",1,,,,,,ص-حذاء-Orignal,,1,0,1,1,100,1,1,1,simple,Default,11268.png,0,0,0
2020,",حذاء رجالي مستورد Supaoar",",حذاء رجالي مستورد Supaoar",",حذاء رجالي مستورد Supaoar",11269,100,,,,"HUR,QEN","100,100",1,,,,,,حذاء-رجالي-مستورد-Supaoar,,1,0,1,1,100,1,1,1,simple,Default,11269.png,0,0,0
2020,",حذاء رجالي مستورد SH2",",حذاء رجالي مستورد SH2",",حذاء رجالي مستورد SH2",11270,100,,,,"HUR,QEN","100,100",1,,,,,,حذاء-رجالي-مستورد-SH2,,1,0,1,1,100,1,1,1,simple,Default,11270.png,0,0,0
2020,",ش بدي سادة SHARKY",",ش بدي سادة SHARKY",",ش بدي سادة SHARKY",11271,100,,,,"HUR,QEN","100,100",1,,,,,,ش-بدي-سادة-SHARKY,,1,0,1,1,100,1,1,1,simple,Default,11271.png,0,0,0
2020,",ص بوكسر كاروهات PAMUK",",ص بوكسر كاروهات PAMUK",",ص بوكسر كاروهات PAMUK",11272,100,,,,"HUR,QEN","100,100",1,,,,,,ص-بوكسر-كاروهات-PAMUK,,1,0,1,1,100,1,1,1,simple,Default,11272.png,0,0,0
2020,",حذاء رجالي شمواه SH2",",حذاء رجالي شمواه SH2",",حذاء رجالي شمواه SH2",11273,100,,,,"HUR,QEN","100,100",1,,,,,,حذاء-رجالي-شمواه-SH2,,1,0,1,1,100,1,1,1,simple,Default,11273.png,0,0,0
2020,",حذاء Nike Orignal",",حذاء Nike Orignal",",حذاء Nike Orignal",11274,100,,,,"HUR,QEN","100,100",1,,,,,,حذاء-Nike-Orignal,,1,0,1,1,100,1,1,1,simple,Default,11274.png,0,0,0
2020,",ص بدي ابيض نص كم PAMUK",",ص بدي ابيض نص كم PAMUK",",ص بدي ابيض نص كم PAMUK",11275,100,,,,"HUR,QEN","100,100",1,,,,,,ص-بدي-ابيض-نص-كم-PAMUK,,1,0,1,1,100,1,1,1,simple,Default,11275.png,0,0,0
2020,",ش بدي سادة BIG SIZE RAMEX",",ش بدي سادة BIG SIZE RAMEX",",ش بدي سادة BIG SIZE RAMEX",11276,100,,,,"HUR,QEN","100,100",1,,,,,,ش-بدي-سادة-BIG-SIZE-RAMEX,,1,0,1,1,100,1,1,1,simple,Default,11276.png,0,0,0
2020,",ص بدي حمالة PAMUK",",ص بدي حمالة PAMUK",",ص بدي حمالة PAMUK",11277,100,,,,"HUR,QEN","100,100",1,,,,,,ص-بدي-حمالة-PAMUK,,1,0,1,1,100,1,1,1,simple,Default,11277.png,0,0,0
2020,",حذاء رجالي SLCG",",حذاء رجالي SLCG",",حذاء رجالي SLCG",11278,100,,,,"HUR,QEN","100,100",1,,,,,,حذاء-رجالي-SLCG,,1,0,1,1,100,1,1,1,simple,Default,11278.png,0,0,0
2020,",حذاء رجالي AIVA",",حذاء رجالي AIVA",",حذاء رجالي AIVA",11279,100,,,,"HUR,QEN","100,100",1,,,,,,حذاء-رجالي-AIVA,,1,0,1,1,100,1,1,1,simple,Default,11279.png,0,0,0
2020,"Emperor Lycra Half Sleeve,الامبراطور ليكرا نص كم","Emperor Lycra Half Sleeve,الامبراطور ليكرا نص كم","Emperor Lycra Half Sleeve,الامبراطور ليكرا نص كم",11280,100,,,,"HUR,QEN","100,100",1,,,,,,الامبراطور-ليكرا-نص-كم,,1,0,1,1,100,1,1,1,simple,Default,11280.png,0,0,0
2020,"Emperor spor for men size 6,الامبراطور سبور رجالي مقاس 6","Emperor spor for men size 6,الامبراطور سبور رجالي مقاس 6","Emperor spor for men size 6,الامبراطور سبور رجالي مقاس 6",11281,100,,,,"HUR,QEN","100,100",1,,,,,,الامبراطور-سبور-رجالي-مقاس-6,,1,0,1,1,100,1,1,1,simple,Default,11281.png,0,0,0
2020,"Emperor spor for men Half Sleeve size 3,الامبراطور سبور رجالي 1/2 كم  مقاس 3","Emperor spor for men Half Sleeve size 3,الامبراطور سبور رجالي 1/2 كم  مقاس 3","Emperor spor for men Half Sleeve size 3,الامبراطور سبور رجالي 1/2 كم  مقاس 3",11282,100,,,,"HUR,QEN","100,100",1,,,,,,الامبراطور-سبور-رجالي-1/2-كم--مقاس-3,,1,0,1,1,100,1,1,1,simple,Default,11282.png,0,0,0
2020,"Emperor Half Short for Men size 3.4.5.6,الامبراطور هاف شورت رجالي م 3/4/5/6","Emperor Half Short for Men size 3.4.5.6,الامبراطور هاف شورت رجالي م 3/4/5/6","Emperor Half Short for Men size 3.4.5.6,الامبراطور هاف شورت رجالي م 3/4/5/6",11283,100,,,,"HUR,QEN","100,100",1,,,,,,الامبراطور-هاف-شورت-رجالي-م-3/4/5/6,,1,0,1,1,100,1,1,1,simple,Default,11283.png,0,0,0
2020,",حذاء رجالي W001 DESIGN",",حذاء رجالي W001 DESIGN",",حذاء رجالي W001 DESIGN",11284,100,,,,"HUR,QEN","100,100",1,,,,,,حذاء-رجالي-W001-DESIGN,,1,0,1,1,100,1,1,1,simple,Default,11284.png,0,0,0
2020,",حذاء رجالي B101 BALENCIAGA",",حذاء رجالي B101 BALENCIAGA",",حذاء رجالي B101 BALENCIAGA",11285,100,,,,"HUR,QEN","100,100",1,,,,,,حذاء-رجالي-B101-BALENCIAGA,,1,0,1,1,100,1,1,1,simple,Default,11285.png,0,0,0
2020,",حذاء رجالي 132 OLREE FASHION",",حذاء رجالي 132 OLREE FASHION",",حذاء رجالي 132 OLREE FASHION",11286,100,,,,"HUR,QEN","100,100",1,,,,,,حذاء-رجالي-132-OLREE-FASHION,,1,0,1,1,100,1,1,1,simple,Default,11286.png,0,0,0
2020,",ش بدي كم SAVIOR",",ش بدي كم SAVIOR",",ش بدي كم SAVIOR",11287,100,,,,"HUR,QEN","100,100",1,,,,,,ش-بدي-كم-SAVIOR,,1,0,1,1,100,1,1,1,simple,Default,11287.png,0,0,0
2020,"Cottonil Boxer Design,قطونيل بوكسر ديزاين","Cottonil Boxer Design,قطونيل بوكسر ديزاين","Cottonil Boxer Design,قطونيل بوكسر ديزاين",11288,100,,,,"HUR,QEN","100,100",1,,,,,,قطونيل-بوكسر-ديزاين,,1,0,1,1,100,1,1,1,simple,Default,11288.png,0,0,0
926,",ش BOYS PYJAMA C2 3201 JUNIOR",",ش BOYS PYJAMA C2 3201 JUNIOR",",ش BOYS PYJAMA C2 3201 JUNIOR",11289,100,,,,"HUR,QEN","100,100",1,,,,,,ش-BOYS-PYJAMA-C2-3201-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11289.png,0,0,0
926,",ش BOYS PYJAMA C2 3202 JUNIOR",",ش BOYS PYJAMA C2 3202 JUNIOR",",ش BOYS PYJAMA C2 3202 JUNIOR",11290,100,,,,"HUR,QEN","100,100",1,,,,,,ش-BOYS-PYJAMA-C2-3202-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11290.png,0,0,0
926,",ش Socks girl long 6030 JUNIOR",",ش Socks girl long 6030 JUNIOR",",ش Socks girl long 6030 JUNIOR",11291,100,,,,"HUR,QEN","100,100",1,,,,,,ش-Socks-girl-long-6030-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11291.png,0,0,0
926,"ganna mix butter 1 kg,جنة مكس زبدة 1 كجم","ganna mix butter 1 kg,جنة مكس زبدة 1 كجم","ganna mix butter 1 kg,جنة مكس زبدة 1 كجم",11292,100,,,,"HUR,QEN","100,100",1,,,,,,جنة-مكس-زبدة-1-كجم,,1,0,1,1,100,1,1,1,simple,Default,11292.png,0,0,0
926,",ش  Baby colon white 9001 JUNIOR",",ش  Baby colon white 9001 JUNIOR",",ش  Baby colon white 9001 JUNIOR",11293,100,,,,"HUR,QEN","100,100",1,,,,,,ش--Baby-colon-white-9001-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11293.png,0,0,0
926,",ش فاني باني سبور الوان م 10 بناتي 127A",",ش فاني باني سبور الوان م 10 بناتي 127A",",ش فاني باني سبور الوان م 10 بناتي 127A",11294,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-سبور-الوان-م-10-بناتي-127A,,1,0,1,1,100,1,1,1,simple,Default,11294.png,0,0,0
926,",ش فاني باني سبور الوان م 14 بناتي 127A",",ش فاني باني سبور الوان م 14 بناتي 127A",",ش فاني باني سبور الوان م 14 بناتي 127A",11295,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-سبور-الوان-م-14-بناتي-127A,,1,0,1,1,100,1,1,1,simple,Default,11295.png,0,0,0
926,",ش فاني باني سبور الوان م 16 بناتي 127A",",ش فاني باني سبور الوان م 16 بناتي 127A",",ش فاني باني سبور الوان م 16 بناتي 127A",11296,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-سبور-الوان-م-16-بناتي-127A,,1,0,1,1,100,1,1,1,simple,Default,11296.png,0,0,0
926,",ش فاني باني سبور الوان م 8 بناتي 127A",",ش فاني باني سبور الوان م 8 بناتي 127A",",ش فاني باني سبور الوان م 8 بناتي 127A",11297,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-سبور-الوان-م-8-بناتي-127A,,1,0,1,1,100,1,1,1,simple,Default,11297.png,0,0,0
926,",ش فاني باني طقم توب م 14 بكيني 128",",ش فاني باني طقم توب م 14 بكيني 128",",ش فاني باني طقم توب م 14 بكيني 128",11298,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-طقم-توب-م-14-بكيني-128,,1,0,1,1,100,1,1,1,simple,Default,11298.png,0,0,0
926,",ش فاني باني طقم توب م 8 بكيني 128",",ش فاني باني طقم توب م 8 بكيني 128",",ش فاني باني طقم توب م 8 بكيني 128",11299,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-طقم-توب-م-8-بكيني-128,,1,0,1,1,100,1,1,1,simple,Default,11299.png,0,0,0
926,",ش فاني باني طقم توب م 16 بكيني 128",",ش فاني باني طقم توب م 16 بكيني 128",",ش فاني باني طقم توب م 16 بكيني 128",11300,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-طقم-توب-م-16-بكيني-128,,1,0,1,1,100,1,1,1,simple,Default,11300.png,0,0,0
926,",ش فاني باني طقم توب م 10 بكيني 128",",ش فاني باني طقم توب م 10 بكيني 128",",ش فاني باني طقم توب م 10 بكيني 128",11301,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-طقم-توب-م-10-بكيني-128,,1,0,1,1,100,1,1,1,simple,Default,11301.png,0,0,0
926,",ش فاني باني توب حمالة م 0 الي 3 ابيض 206AB",",ش فاني باني توب حمالة م 0 الي 3 ابيض 206AB",",ش فاني باني توب حمالة م 0 الي 3 ابيض 206AB",11302,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-توب-حمالة-م-0-الي-3-ابيض-206AB,,1,0,1,1,100,1,1,1,simple,Default,11302.png,0,0,0
926,",ش فاني باني سالوبيت cactus 814",",ش فاني باني سالوبيت cactus 814",",ش فاني باني سالوبيت cactus 814",11303,100,,,,"HUR,QEN","100,100",1,,,,,,ش-فاني-باني-سالوبيت-cactus-814,,1,0,1,1,100,1,1,1,simple,Default,11303.png,0,0,0
926,",ش  Baby colon fushia 9007 JUNIOR",",ش  Baby colon fushia 9007 JUNIOR",",ش  Baby colon fushia 9007 JUNIOR",11304,100,,,,"HUR,QEN","100,100",1,,,,,,ش--Baby-colon-fushia-9007-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11304.png,0,0,0
926,",ش  Baby colon ecru 9008 JUNIOR",",ش  Baby colon ecru 9008 JUNIOR",",ش  Baby colon ecru 9008 JUNIOR",11305,100,,,,"HUR,QEN","100,100",1,,,,,,ش--Baby-colon-ecru-9008-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11305.png,0,0,0
926,",ش  Baby colon red 9009 JUNIOR",",ش  Baby colon red 9009 JUNIOR",",ش  Baby colon red 9009 JUNIOR",11306,100,,,,"HUR,QEN","100,100",1,,,,,,ش--Baby-colon-red-9009-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11306.png,0,0,0
926,",ش GIRLS PYJAMA C1 3410 JUNIOR",",ش GIRLS PYJAMA C1 3410 JUNIOR",",ش GIRLS PYJAMA C1 3410 JUNIOR",11307,100,,,,"HUR,QEN","100,100",1,,,,,,ش-GIRLS-PYJAMA-C1-3410-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11307.png,0,0,0
926,",ش  Kids colon navy 9505 JUNIOR",",ش  Kids colon navy 9505 JUNIOR",",ش  Kids colon navy 9505 JUNIOR",11308,100,,,,"HUR,QEN","100,100",1,,,,,,ش--Kids-colon-navy-9505-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11308.png,0,0,0
926,",ش  Kids colon rose 9506 JUNIOR",",ش  Kids colon rose 9506 JUNIOR",",ش  Kids colon rose 9506 JUNIOR",11309,100,,,,"HUR,QEN","100,100",1,,,,,,ش--Kids-colon-rose-9506-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11309.png,0,0,0
926,"Lurpack Danish butter 200 gm,لورباك زبدة دانماركية 200 جم","Lurpack Danish butter 200 gm,لورباك زبدة دانماركية 200 جم","Lurpack Danish butter 200 gm,لورباك زبدة دانماركية 200 جم",11310,100,,,,"HUR,QEN","100,100",1,,,,,,لورباك-زبدة-دانماركية-200-جم,,1,0,1,1,100,1,1,1,simple,Default,11310.png,0,0,0
926,",ش Socks boy long 2003 JUNIOR",",ش Socks boy long 2003 JUNIOR",",ش Socks boy long 2003 JUNIOR",11311,100,,,,"HUR,QEN","100,100",1,,,,,,ش-Socks-boy-long-2003-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11311.png,0,0,0
926,",ش Socks girl long 3012 JUNIOR",",ش Socks girl long 3012 JUNIOR",",ش Socks girl long 3012 JUNIOR",11312,100,,,,"HUR,QEN","100,100",1,,,,,,ش-Socks-girl-long-3012-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11312.png,0,0,0
926,",ش Socks girl long 3015 JUNIOR",",ش Socks girl long 3015 JUNIOR",",ش Socks girl long 3015 JUNIOR",11313,100,,,,"HUR,QEN","100,100",1,,,,,,ش-Socks-girl-long-3015-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11313.png,0,0,0
926,",ش Socks girl long 3017 JUNIOR",",ش Socks girl long 3017 JUNIOR",",ش Socks girl long 3017 JUNIOR",11314,100,,,,"HUR,QEN","100,100",1,,,,,,ش-Socks-girl-long-3017-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11314.png,0,0,0
926,",ش Socks boy long 5010 JUNIOR",",ش Socks boy long 5010 JUNIOR",",ش Socks boy long 5010 JUNIOR",11315,100,,,,"HUR,QEN","100,100",1,,,,,,ش-Socks-boy-long-5010-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11315.png,0,0,0
926,",ش GIRLS PYJAMA C1 3425 JUNIOR",",ش GIRLS PYJAMA C1 3425 JUNIOR",",ش GIRLS PYJAMA C1 3425 JUNIOR",11316,100,,,,"HUR,QEN","100,100",1,,,,,,ش-GIRLS-PYJAMA-C1-3425-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11316.png,0,0,0
926,",ش Socks boy long 5026 JUNIOR",",ش Socks boy long 5026 JUNIOR",",ش Socks boy long 5026 JUNIOR",11317,100,,,,"HUR,QEN","100,100",1,,,,,,ش-Socks-boy-long-5026-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11317.png,0,0,0
926,",ش GIRLS PYJAMA C1 3435 JUNIOR",",ش GIRLS PYJAMA C1 3435 JUNIOR",",ش GIRLS PYJAMA C1 3435 JUNIOR",11318,100,,,,"HUR,QEN","100,100",1,,,,,,ش-GIRLS-PYJAMA-C1-3435-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11318.png,0,0,0
926,",ش GIRLS PYJAMA C2 3620 JUNIOR",",ش GIRLS PYJAMA C2 3620 JUNIOR",",ش GIRLS PYJAMA C2 3620 JUNIOR",11319,100,,,,"HUR,QEN","100,100",1,,,,,,ش-GIRLS-PYJAMA-C2-3620-JUNIOR,,1,0,1,1,100,1,1,1,simple,Default,11319.png,0,0,0
926,",فاني باني فانلة توب الوان م 10 بناتي 126a",",فاني باني فانلة توب الوان م 10 بناتي 126a",",فاني باني فانلة توب الوان م 10 بناتي 126a",11320,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-فانلة-توب-الوان-م-10-بناتي-126a,,1,0,1,1,100,1,1,1,simple,Default,11320.png,0,0,0
926,",ص فانلة سبور 0 الي 3 3900 Buongiorno",",ص فانلة سبور 0 الي 3 3900 Buongiorno",",ص فانلة سبور 0 الي 3 3900 Buongiorno",11321,100,,,,"HUR,QEN","100,100",1,,,,,,ص-فانلة-سبور-0-الي-3-3900-Buongiorno,,1,0,1,1,100,1,1,1,simple,Default,11321.png,0,0,0
926,",ص فانلة سبور 3 الي 6 3900 Buongiorno",",ص فانلة سبور 3 الي 6 3900 Buongiorno",",ص فانلة سبور 3 الي 6 3900 Buongiorno",11322,100,,,,"HUR,QEN","100,100",1,,,,,,ص-فانلة-سبور-3-الي-6-3900-Buongiorno,,1,0,1,1,100,1,1,1,simple,Default,11322.png,0,0,0
926,",فاني باني سبور الوان م 8 بيبي 126B",",فاني باني سبور الوان م 8 بيبي 126B",",فاني باني سبور الوان م 8 بيبي 126B",11323,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-سبور-الوان-م-8-بيبي-126B,,1,0,1,1,100,1,1,1,simple,Default,11323.png,0,0,0
926,",فاني باني بنطلون مسحب الوان م 2 171A",",فاني باني بنطلون مسحب الوان م 2 171A",",فاني باني بنطلون مسحب الوان م 2 171A",11324,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-بنطلون-مسحب-الوان-م-2-171A,,1,0,1,1,100,1,1,1,simple,Default,11324.png,0,0,0
926,",ص فانلة سبور حماله 3 الي 6 3912 Buongiorno",",ص فانلة سبور حماله 3 الي 6 3912 Buongiorno",",ص فانلة سبور حماله 3 الي 6 3912 Buongiorno",11325,100,,,,"HUR,QEN","100,100",1,,,,,,ص-فانلة-سبور-حماله-3-الي-6-3912-Buongiorno,,1,0,1,1,100,1,1,1,simple,Default,11325.png,0,0,0
926,",ص فانلة سبور حماله 6 الي 12 3912 Buongiorno",",ص فانلة سبور حماله 6 الي 12 3912 Buongiorno",",ص فانلة سبور حماله 6 الي 12 3912 Buongiorno",11326,100,,,,"HUR,QEN","100,100",1,,,,,,ص-فانلة-سبور-حماله-6-الي-12-3912-Buongiorno,,1,0,1,1,100,1,1,1,simple,Default,11326.png,0,0,0
926,",جولدن ديري زبدة 8 جم",",جولدن ديري زبدة 8 جم",",جولدن ديري زبدة 8 جم",11327,100,,,,"HUR,QEN","100,100",1,,,,,,جولدن-ديري-زبدة-8-جم,,1,0,1,1,100,1,1,1,simple,Default,11327.png,0,0,0
926,",فاني باني بنطلون مسحب الوان م 6 171A",",فاني باني بنطلون مسحب الوان م 6 171A",",فاني باني بنطلون مسحب الوان م 6 171A",11328,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-بنطلون-مسحب-الوان-م-6-171A,,1,0,1,1,100,1,1,1,simple,Default,11328.png,0,0,0
926,",فاني باني بنطلون مسحب الوان م 1 الي 12 171AB",",فاني باني بنطلون مسحب الوان م 1 الي 12 171AB",",فاني باني بنطلون مسحب الوان م 1 الي 12 171AB",11329,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-بنطلون-مسحب-الوان-م-1-الي-12-171AB,,1,0,1,1,100,1,1,1,simple,Default,11329.png,0,0,0
926,",فاني باني بنطلون مسحب الوان م 2 الي 18 171AB",",فاني باني بنطلون مسحب الوان م 2 الي 18 171AB",",فاني باني بنطلون مسحب الوان م 2 الي 18 171AB",11330,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-بنطلون-مسحب-الوان-م-2-الي-18-171AB,,1,0,1,1,100,1,1,1,simple,Default,11330.png,0,0,0
926,",فاني باني بدي م 1 الي 12 مطبوع الوان 206MA",",فاني باني بدي م 1 الي 12 مطبوع الوان 206MA",",فاني باني بدي م 1 الي 12 مطبوع الوان 206MA",11331,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-بدي-م-1-الي-12-مطبوع-الوان-206MA,,1,0,1,1,100,1,1,1,simple,Default,11331.png,0,0,0
926,",فاني باني بدي كم 6 الي 12 مطبوع 206/2M",",فاني باني بدي كم 6 الي 12 مطبوع 206/2M",",فاني باني بدي كم 6 الي 12 مطبوع 206/2M",11332,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-بدي-كم-6-الي-12-مطبوع-206/2M,,1,0,1,1,100,1,1,1,simple,Default,11332.png,0,0,0
926,",افكو زبدة مارجرين 1 كجم",",افكو زبدة مارجرين 1 كجم",",افكو زبدة مارجرين 1 كجم",11333,100,,,,"HUR,QEN","100,100",1,,,,,,افكو-زبدة-مارجرين-1-كجم,,1,0,1,1,100,1,1,1,simple,Default,11333.png,0,0,0
926,",فاني باني بدي كم 1 الي 12 مطبوع 206/2M",",فاني باني بدي كم 1 الي 12 مطبوع 206/2M",",فاني باني بدي كم 1 الي 12 مطبوع 206/2M",11334,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-بدي-كم-1-الي-12-مطبوع-206/2M,,1,0,1,1,100,1,1,1,simple,Default,11334.png,0,0,0
926,",فاني باني بدي كم 12 الي 6 مطبوع 206/2M",",فاني باني بدي كم 12 الي 6 مطبوع 206/2M",",فاني باني بدي كم 12 الي 6 مطبوع 206/2M",11335,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-بدي-كم-12-الي-6-مطبوع-206/2M,,1,0,1,1,100,1,1,1,simple,Default,11335.png,0,0,0
926,",فاني باني بودي كت 1 الي 12 الوان 206A",",فاني باني بودي كت 1 الي 12 الوان 206A",",فاني باني بودي كت 1 الي 12 الوان 206A",11336,100,,,,"HUR,QEN","100,100",1,,,,,,فاني-باني-بودي-كت-1-الي-12-الوان-206A,,1,0,1,1,100,1,1,1,simple,Default,11336.png,0,0,0
926,"Sunny butter 1 kg,صني زبدة 1كجم","Sunny butter 1 kg,صني زبدة 1كجم","Sunny butter 1 kg,صني زبدة 1كجم",11337,100,,,,"HUR,QEN","100,100",1,,,,,,صني-زبدة-1كجم,,1,0,1,1,100,1,1,1,simple,Default,11337.png,0,0,0
926,",المراعي زبدة 200 جم",",المراعي زبدة 200 جم",",المراعي زبدة 200 جم",11338,100,,,,"HUR,QEN","100,100",1,,,,,,المراعي-زبدة-200-جم,,1,0,1,1,100,1,1,1,simple,Default,11338.png,0,0,0
926,",المراعي زبدة 400جم",",المراعي زبدة 400جم",",المراعي زبدة 400جم",11339,100,,,,"HUR,QEN","100,100",1,,,,,,المراعي-زبدة-400جم,,1,0,1,1,100,1,1,1,simple,Default,11339.png,0,0,0
